dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
30;2020-S12;C;12;402;3;7;78
30;2020-S12;D;4;157;4;0;26
30;2020-S12;E;2;317;1;1;34
30;2020-S13;0;100;1843;30;96;501
30;2020-S13;A;3;232;1;4;94
30;2020-S13;B;38;663;4;57;239
30;2020-S13;C;27;452;4;26;105
30;2020-S13;D;15;198;8;6;29
30;2020-S13;E;17;298;13;3;34
30;2020-S14;0;90;1781;31;91;398
30;2020-S14;A;5;224;1;5;58
30;2020-S14;B;35;642;6;56;188
30;2020-S14;C;28;438;6;19;83
30;2020-S14;D;6;188;5;7;29
30;2020-S14;E;16;289;13;4;40
30;2020-S15;0;96;1995;30;55;407
30;2020-S15;A;2;245;0;4;66
30;2020-S15;B;42;723;4;32;179
30;2020-S15;C;23;445;6;10;83
30;2020-S15;D;7;208;4;0;27
30;2020-S15;E;22;374;16;9;52
30;2020-S16;0;94;2102;28;39;392
30;2020-S16;A;6;278;0;6;61
30;2020-S16;B;31;744;2;21;167
30;2020-S16;C;31;489;8;10;87
30;2020-S16;D;11;214;4;1;35
30;2020-S16;E;15;377;14;1;42
30;2020-S17;0;55;2139;17;33;343
30;2020-S17;A;1;260;1;3;54
30;2020-S17;B;14;759;1;17;156
30;2020-S17;C;16;493;3;7;71
30;2020-S17;D;6;226;2;3;24
30;2020-S17;E;18;401;10;3;38
31;2020-S10;0;13;5775;9;1;1156
31;2020-S10;A;0;1237;0;1;354
31;2020-S10;B;5;2335;1;0;531
31;2020-S10;C;2;1103;2;0;137
31;2020-S10;D;2;395;2;0;45
31;2020-S10;E;4;705;4;0;89
31;2020-S11;0;174;5262;93;84;1232
31;2020-S11;A;13;1157;0;30;333
31;2020-S11;B;73;2210;22;43;606
31;2020-S11;C;37;915;22;8;165
31;2020-S11;D;15;361;14;2;48
31;2020-S11;E;36;619;35;1;80
31;2020-S12;0;265;3111;104;185;1016
31;2020-S12;A;102;617;21;27;214
31;2020-S12;B;75;1087;23;119;499
31;2020-S12;C;40;671;23;27;165
31;2020-S12;D;20;268;12;4;54
31;2020-S12;E;28;468;25;8;84
31;2020-S13;0;296;2746;160;220;911
31;2020-S13;A;58;421;10;18;116
31;2020-S13;B;105;992;45;150;502
31;2020-S13;C;67;614;45;36;178
31;2020-S13;D;24;251;20;5;39
31;2020-S13;E;42;468;40;11;76
31;2020-S14;0;535;2964;306;154;790
31;2020-S14;A;26;418;5;13;104
31;2020-S14;B;206;1060;80;99;395
31;2020-S14;C;157;687;92;33;150
31;2020-S14;D;57;267;48;5;51
31;2020-S14;E;89;532;81;4;90
31;2020-S15;0;376;3102;239;76;708
31;2020-S15;A;27;475;4;8;89
31;2020-S15;B;149;1137;71;48;359
31;2020-S15;C;91;679;63;12;130
31;2020-S15;D;38;304;33;3;49
31;2020-S15;E;71;507;68;5;81
31;2020-S16;0;276;3319;141;66;822
31;2020-S16;A;36;526;1;3;93
31;2020-S16;B;84;1159;27;49;377
31;2020-S16;C;55;720;30;8;176
31;2020-S16;D;29;322;19;2;67
31;2020-S16;E;72;592;64;4;109
31;2020-S17;0;170;3366;99;51;732
31;2020-S17;A;24;523;2;5;111
31;2020-S17;B;52;1197;27;28;336
31;2020-S17;C;39;732;22;13;133
31;2020-S17;D;16;311;12;2;53
31;2020-S17;E;39;603;36;3;99
32;2020-S10;0;1;558;1;;
32;2020-S10;A;0;101;0;;
32;2020-S10;B;0;179;0;;
32;2020-S10;C;0;109;0;;
32;2020-S10;D;1;41;1;;
32;2020-S10;E;0;128;0;;
32;2020-S11;0;17;476;11;;
32;2020-S11;A;0;79;0;;
32;2020-S11;B;6;159;2;;
32;2020-S11;C;4;91;3;;
32;2020-S11;D;2;44;1;;
32;2020-S11;E;5;103;5;;
32;2020-S12;0;37;347;14;;
32;2020-S12;A;1;35;0;;
32;2020-S12;B;13;104;3;;
32;2020-S12;C;16;87;5;;
32;2020-S12;D;3;39;2;;
32;2020-S12;E;4;82;4;;
32;2020-S13;0;80;394;43;;
32;2020-S13;A;2;26;2;;
32;2020-S13;B;25;133;6;;
32;2020-S13;C;21;80;8;;
32;2020-S13;D;9;47;8;;
32;2020-S13;E;23;108;19;;
32;2020-S14;0;66;355;48;;
32;2020-S14;A;2;33;2;;
32;2020-S14;B;21;99;11;;
32;2020-S14;C;13;81;6;;
32;2020-S14;D;5;40;5;;
32;2020-S14;E;25;102;24;;
32;2020-S15;0;69;420;61;;
32;2020-S15;A;0;31;0;;
32;2020-S15;B;18;124;14;;
32;2020-S15;C;19;99;16;;
32;2020-S15;D;10;57;10;;
32;2020-S15;E;22;109;21;;
32;2020-S16;0;42;380;38;;
32;2020-S16;A;0;31;0;;
32;2020-S16;B;8;113;6;;
32;2020-S16;C;8;79;8;;
32;2020-S16;D;10;48;10;;
32;2020-S16;E;16;109;14;;
32;2020-S17;0;34;373;26;;
32;2020-S17;A;0;23;0;;
32;2020-S17;B;8;105;3;;
32;2020-S17;C;15;98;12;;
32;2020-S17;D;2;45;2;;
32;2020-S17;E;9;102;9;;
33;2020-S10;0;5;5968;1;32;6695
33;2020-S10;A;0;1020;0;2;1806
33;2020-S10;B;2;2261;0;17;2917
33;2020-S10;C;3;1115;1;10;1095
33;2020-S10;D;0;558;0;2;323
33;2020-S10;E;0;1014;0;1;554
33;2020-S11;0;26;5769;9;340;6738
33;2020-S11;A;1;1175;0;44;1790
33;2020-S11;B;13;2165;3;212;3109
33;2020-S11;C;7;1110;3;68;1062
33;2020-S11;D;3;484;2;5;313
33;2020-S11;E;2;835;1;10;461
33;2020-S12;0;325;3775;102;927;5827
33;2020-S12;A;9;657;2;129;1425
33;2020-S12;B;152;1358;17;549;2624
33;2020-S12;C;86;792;27;181;1037
33;2020-S12;D;32;339;17;29;303
33;2020-S12;E;46;629;39;39;436
33;2020-S13;0;647;3828;231;940;4569
33;2020-S13;A;14;501;4;76;854
33;2020-S13;B;282;1281;38;536;1993
33;2020-S13;C;210;1008;79;249;975
33;2020-S13;D;56;384;42;47;288
33;2020-S13;E;85;654;68;32;456
33;2020-S14;0;515;3647;234;644;3950
33;2020-S14;A;8;506;5;57;688
33;2020-S14;B;214;1291;62;380;1729
33;2020-S14;C;152;858;60;147;823
33;2020-S14;D;52;355;30;35;282
33;2020-S14;E;89;637;77;25;428
33;2020-S15;0;432;3968;196;343;3580
33;2020-S15;A;14;560;5;35;600
33;2020-S15;B;151;1303;33;193;1536
33;2020-S15;C;120;923;41;81;715
33;2020-S15;D;43;401;23;20;254
33;2020-S15;E;104;781;94;14;472
33;2020-S16;0;331;4009;152;250;3635
33;2020-S16;A;14;585;3;21;609
33;2020-S16;B;114;1352;22;143;1522
33;2020-S16;C;77;926;27;48;737
33;2020-S16;D;44;417;28;15;300
33;2020-S16;E;82;729;72;23;464
33;2020-S17;0;224;4160;124;204;3474
33;2020-S17;A;2;586;0;19;564
33;2020-S17;B;71;1354;26;105;1444
33;2020-S17;C;60;971;26;42;709
33;2020-S17;D;31;448;21;16;276
33;2020-S17;E;60;801;51;22;481
34;2020-S10;0;11;6208;9;0;975
34;2020-S10;A;5;1572;5;0;339
34;2020-S10;B;1;2303;0;0;385
34;2020-S10;C;1;1037;0;0;159
34;2020-S10;D;1;496;1;0;40
34;2020-S10;E;3;800;3;0;52
34;2020-S11;0;71;5348;29;21;833
34;2020-S11;A;46;1283;16;10;299
34;2020-S11;B;10;1944;1;8;337
34;2020-S11;C;6;1015;3;1;132
34;2020-S11;D;3;442;3;2;30
34;2020-S11;E;6;664;6;0;35
34;2020-S12;0;134;3273;67;116;614
34;2020-S12;A;28;546;8;29;195
34;2020-S12;B;32;1167;5;60;250
34;2020-S12;C;20;738;11;21;96
34;2020-S12;D;16;307;12;3;43
34;2020-S12;E;38;515;31;3;30
34;2020-S13;0;299;3281;154;143;660
34;2020-S13;A;29;366;12;28;151
34;2020-S13;B;82;1320;15;77;303
34;2020-S13;C;97;864;53;25;123
34;2020-S13;D;40;315;32;8;43
34;2020-S13;E;51;416;42;5;40
34;2020-S14;0;258;3118;104;92;507
34;2020-S14;A;28;371;11;13;87
34;2020-S14;B;75;1201;11;52;230
34;2020-S14;C;74;761;21;15;94
34;2020-S14;D;36;313;26;3;43
34;2020-S14;E;45;472;35;9;52
34;2020-S15;0;150;3264;55;47;446
34;2020-S15;A;10;416;6;7;103
34;2020-S15;B;53;1246;2;28;186
34;2020-S15;C;41;752;13;7;91
34;2020-S15;D;12;318;7;3;30
34;2020-S15;E;34;532;27;2;36
34;2020-S16;0;138;3453;35;40;553
34;2020-S16;A;21;444;5;2;106
34;2020-S16;B;50;1327;4;24;254
34;2020-S16;C;36;745;8;10;113
34;2020-S16;D;12;385;5;2;36
34;2020-S16;E;19;552;13;2;44
34;2020-S17;0;120;3560;34;16;534
34;2020-S17;A;21;474;4;2;101
34;2020-S17;B;46;1313;4;8;235
34;2020-S17;C;29;789;8;6;96
34;2020-S17;D;8;389;4;0;52
34;2020-S17;E;16;595;14;0;49
35;2020-S10;0;1;4201;1;2;1301
35;2020-S10;A;0;1062;0;0;288
35;2020-S10;B;0;1594;0;1;584
35;2020-S10;C;1;664;1;1;166
35;2020-S10;D;0;297;0;0;69
35;2020-S10;E;0;584;0;0;194
35;2020-S11;0;44;3950;15;9;1305
35;2020-S11;A;16;995;1;5;297
35;2020-S11;B;10;1484;4;3;567
35;2020-S11;C;9;672;2;1;195
35;2020-S11;D;5;279;4;0;60
35;2020-S11;E;4;519;4;0;183
35;2020-S12;0;173;2528;86;86;1171
35;2020-S12;A;8;569;2;21;220
35;2020-S12;B;84;864;28;47;539
35;2020-S12;C;50;486;27;9;176
35;2020-S12;D;15;215;13;3;63
35;2020-S12;E;16;394;16;6;173
35;2020-S13;0;384;2508;166;155;998
35;2020-S13;A;3;474;3;10;129
35;2020-S13;B;183;889;44;95;477
35;2020-S13;C;108;535;42;28;154
35;2020-S13;D;47;219;35;13;91
35;2020-S13;E;43;391;42;9;147
35;2020-S14;0;330;2385;141;132;924
35;2020-S14;A;5;394;3;6;113
35;2020-S14;B;155;838;39;71;415
35;2020-S14;C;92;489;34;34;167
35;2020-S14;D;32;214;23;8;65
35;2020-S14;E;46;450;42;13;164
35;2020-S15;0;233;2724;140;65;875
35;2020-S15;A;5;518;2;0;98
35;2020-S15;B;91;817;30;30;374
35;2020-S15;C;57;595;32;14;151
35;2020-S15;D;21;277;19;6;67
35;2020-S15;E;59;517;57;15;185
35;2020-S16;0;169;2631;128;38;921
35;2020-S16;A;2;518;0;2;109
35;2020-S16;B;38;871;22;25;376
35;2020-S16;C;59;543;40;10;157
35;2020-S16;D;19;242;18;0;73
35;2020-S16;E;51;457;48;1;206
35;2020-S17;0;88;2766;64;39;722
35;2020-S17;A;1;568;1;3;76
35;2020-S17;B;19;932;8;26;300
35;2020-S17;C;23;523;14;5;136
35;2020-S17;D;13;262;11;2;59
35;2020-S17;E;32;481;30;3;151
36;2020-S10;0;0;773;0;;
36;2020-S10;A;0;154;0;;
36;2020-S10;B;0;249;0;;
36;2020-S10;C;0;151;0;;
36;2020-S10;D;0;79;0;;
36;2020-S10;E;0;140;0;;
36;2020-S11;0;0;806;0;;
36;2020-S11;A;0;159;0;;
36;2020-S11;B;0;276;0;;
36;2020-S11;C;0;157;0;;
36;2020-S11;D;0;75;0;;
36;2020-S11;E;0;139;0;;
36;2020-S12;0;6;518;4;;
36;2020-S12;A;0;78;0;;
36;2020-S12;B;1;165;0;;
36;2020-S12;C;2;108;1;;
36;2020-S12;D;1;54;1;;
36;2020-S12;E;2;113;2;;
36;2020-S13;0;21;393;12;;
36;2020-S13;A;1;43;1;;
36;2020-S13;B;5;113;2;;
36;2020-S13;C;6;92;3;;
36;2020-S13;D;7;45;5;;
36;2020-S13;E;2;100;1;;
36;2020-S14;0;15;363;8;;
36;2020-S14;A;1;30;0;;
36;2020-S14;B;5;106;1;;
36;2020-S14;C;3;76;2;;
36;2020-S14;D;0;49;0;;
36;2020-S14;E;6;102;5;;
36;2020-S15;0;7;365;4;;
36;2020-S15;A;1;46;0;;
36;2020-S15;B;1;105;0;;
36;2020-S15;C;1;80;0;;
36;2020-S15;D;2;40;2;;
36;2020-S15;E;2;94;2;;
36;2020-S16;0;3;436;0;;
36;2020-S16;A;0;39;0;;
36;2020-S16;B;3;152;0;;
36;2020-S16;C;0;107;0;;
36;2020-S16;D;0;43;0;;
36;2020-S16;E;0;95;0;;
36;2020-S17;0;4;458;1;;
36;2020-S17;A;1;47;0;;
36;2020-S17;B;2;119;0;;
36;2020-S17;C;0;118;0;;
36;2020-S17;D;0;61;0;;
36;2020-S17;E;1;113;1;;
37;2020-S10;0;0;2376;0;2;1437
37;2020-S10;A;0;672;0;0;343
37;2020-S10;B;0;750;0;2;773
37;2020-S10;C;0;409;0;0;192
37;2020-S10;D;0;174;0;0;37
37;2020-S10;E;0;371;0;0;92
37;2020-S11;0;15;2260;9;4;1415
37;2020-S11;A;0;690;0;1;377
37;2020-S11;B;6;730;3;3;799
37;2020-S11;C;4;356;1;0;162
37;2020-S11;D;0;165;0;0;27
37;2020-S11;E;5;319;5;0;49
37;2020-S12;0;106;1404;54;61;949
37;2020-S12;A;3;401;1;0;192
37;2020-S12;B;47;379;12;49;536
37;2020-S12;C;25;254;14;9;127
37;2020-S12;D;8;135;8;1;36
37;2020-S12;E;23;235;19;2;57
37;2020-S13;0;133;1238;44;86;765
37;2020-S13;A;1;286;0;7;107
37;2020-S13;B;39;351;3;60;439
37;2020-S13;C;56;264;18;14;124
37;2020-S13;D;9;83;4;4;36
37;2020-S13;E;28;254;19;1;59
37;2020-S14;0;148;1276;51;51;643
37;2020-S14;A;0;285;0;4;82
37;2020-S14;B;54;341;8;33;347
37;2020-S14;C;48;298;20;9;114
37;2020-S14;D;15;115;8;3;34
37;2020-S14;E;31;237;15;2;66
37;2020-S15;0;135;1337;58;95;630
37;2020-S15;A;1;314;0;2;74
37;2020-S15;B;35;339;12;52;336
37;2020-S15;C;24;261;6;32;127
37;2020-S15;D;18;139;6;5;38
37;2020-S15;E;57;284;34;4;54
37;2020-S16;0;64;1428;19;38;654
37;2020-S16;A;1;340;0;0;72
37;2020-S16;B;22;380;3;28;351
37;2020-S16;C;15;285;4;8;115
37;2020-S16;D;3;158;0;2;53
37;2020-S16;E;23;265;12;0;63
37;2020-S17;0;68;1589;26;26;538
37;2020-S17;A;1;376;1;0;68
37;2020-S17;B;17;445;1;17;261
37;2020-S17;C;17;304;5;6;109
37;2020-S17;D;8;161;3;1;23
37;2020-S17;E;25;303;16;2;77
38;2020-S10;0;0;6005;0;0;1519
38;2020-S10;A;0;1366;0;0;332
38;2020-S10;B;0;2199;0;0;649
38;2020-S10;C;0;1118;0;0;279
38;2020-S10;D;0;466;0;0;71
38;2020-S10;E;0;856;0;0;188
38;2020-S11;0;9;5415;1;67;1518
38;2020-S11;A;0;1300;0;12;325
38;2020-S11;B;5;2053;0;39;727
38;2020-S11;C;4;989;1;12;243
38;2020-S11;D;0;394;0;2;65
38;2020-S11;E;0;679;0;2;158
38;2020-S12;0;38;3265;13;244;1080
38;2020-S12;A;0;630;0;23;164
38;2020-S12;B;21;1106;4;138;520
38;2020-S12;C;6;693;1;64;216
38;2020-S12;D;3;292;0;7;62
38;2020-S12;E;8;544;8;12;118
38;2020-S13;0;437;3069;153;236;1093
38;2020-S13;A;10;469;0;15;145
38;2020-S13;B;186;1140;22;150;553
38;2020-S13;C;136;733;47;44;195
38;2020-S13;D;44;252;30;11;63
38;2020-S13;E;61;475;54;16;137
38;2020-S14;0;363;3095;126;160;925
38;2020-S14;A;6;461;0;11;115
38;2020-S14;B;147;1095;9;92;433
38;2020-S14;C;97;714;30;39;195
38;2020-S14;D;45;277;30;7;62
38;2020-S14;E;68;548;57;11;120
38;2020-S15;0;272;3303;97;124;910
38;2020-S15;A;11;569;2;6;118
38;2020-S15;B;98;1132;13;83;394
38;2020-S15;C;71;699;15;20;177
38;2020-S15;D;30;307;18;3;60
38;2020-S15;E;62;596;49;12;160
38;2020-S16;0;159;3479;66;80;963
38;2020-S16;A;2;567;0;6;112
38;2020-S16;B;49;1160;5;49;437
38;2020-S16;C;50;783;15;14;190
38;2020-S16;D;17;345;10;1;65
38;2020-S16;E;41;624;36;10;158
38;2020-S17;0;93;3686;40;64;844
38;2020-S17;A;2;622;0;3;103
38;2020-S17;B;27;1278;2;38;385
38;2020-S17;C;26;796;4;14;158
38;2020-S17;D;10;328;8;0;47
38;2020-S17;E;28;662;26;9;151
39;2020-S10;0;7;1471;3;;
39;2020-S10;A;0;247;0;;
39;2020-S10;B;6;530;2;;
39;2020-S10;C;0;319;0;;
39;2020-S10;D;0;110;0;;
39;2020-S10;E;1;265;1;;
39;2020-S11;0;37;1178;11;;
39;2020-S11;A;1;169;0;;
39;2020-S11;B;15;455;3;;
39;2020-S11;C;16;263;5;;
39;2020-S11;D;1;99;0;;
39;2020-S11;E;4;192;3;;
39;2020-S12;0;84;774;26;;
39;2020-S12;A;0;84;0;;
39;2020-S12;B;32;294;6;;
39;2020-S12;C;34;195;6;;
39;2020-S12;D;7;69;5;;
39;2020-S12;E;11;132;9;;
39;2020-S13;0;179;898;68;;
39;2020-S13;A;2;68;0;;
39;2020-S13;B;77;329;10;;
39;2020-S13;C;46;242;16;;
39;2020-S13;D;23;92;16;;
39;2020-S13;E;31;167;26;;
39;2020-S14;0;67;759;34;;
39;2020-S14;A;2;66;0;;
39;2020-S14;B;22;271;7;;
39;2020-S14;C;24;204;10;;
39;2020-S14;D;6;70;5;;
39;2020-S14;E;13;148;12;;
39;2020-S15;0;92;784;40;;
39;2020-S15;A;0;80;0;;
39;2020-S15;B;29;272;5;;
39;2020-S15;C;38;202;12;;
39;2020-S15;D;9;78;7;;
39;2020-S15;E;16;152;16;;
39;2020-S16;0;69;821;28;;
39;2020-S16;A;2;81;1;;
39;2020-S16;B;25;251;2;;
39;2020-S16;C;17;196;4;;
39;2020-S16;D;9;112;5;;
39;2020-S16;E;16;181;16;;
39;2020-S17;0;30;849;23;;
39;2020-S17;A;0;80;0;;
39;2020-S17;B;5;283;3;;
39;2020-S17;C;9;202;5;;
39;2020-S17;D;4;102;4;;
39;2020-S17;E;12;182;11;;
40;2020-S10;0;4;1271;0;;
40;2020-S10;A;0;217;0;;
40;2020-S10;B;3;401;0;;
40;2020-S10;C;0;232;0;;
40;2020-S10;D;1;168;0;;
40;2020-S10;E;0;253;0;;
40;2020-S11;0;32;1251;7;;
40;2020-S11;A;2;200;0;;
40;2020-S11;B;14;411;1;;
40;2020-S11;C;11;237;2;;
40;2020-S11;D;1;131;0;;
40;2020-S11;E;4;272;4;;
40;2020-S12;0;71;764;37;;
40;2020-S12;A;10;118;5;;
40;2020-S12;B;24;216;5;;
40;2020-S12;C;14;173;9;;
40;2020-S12;D;6;85;4;;
40;2020-S12;E;17;172;14;;
40;2020-S13;0;89;682;57;;
40;2020-S13;A;3;76;3;;
40;2020-S13;B;22;196;5;;
40;2020-S13;C;29;165;16;;
40;2020-S13;D;11;78;10;;
40;2020-S13;E;24;167;23;;
40;2020-S14;0;49;747;27;;
40;2020-S14;A;1;94;1;;
40;2020-S14;B;12;194;1;;
40;2020-S14;C;17;164;9;;
40;2020-S14;D;1;88;1;;
40;2020-S14;E;18;207;15;;
40;2020-S15;0;63;789;53;;
40;2020-S15;A;0;88;0;;
40;2020-S15;B;13;218;9;;
40;2020-S15;C;12;165;9;;
40;2020-S15;D;7;106;7;;
40;2020-S15;E;31;212;28;;
40;2020-S16;0;58;875;42;;
40;2020-S16;A;0;95;0;;
40;2020-S16;B;9;263;2;;
40;2020-S16;C;20;202;15;;
40;2020-S16;D;4;111;4;;
40;2020-S16;E;25;204;21;;
40;2020-S17;0;43;867;33;;
40;2020-S17;A;2;92;2;;
40;2020-S17;B;9;272;4;;
40;2020-S17;C;8;177;6;;
40;2020-S17;D;9;95;7;;
40;2020-S17;E;15;231;14;;
41;2020-S10;0;0;1692;0;;
41;2020-S10;A;0;386;0;;
41;2020-S10;B;0;558;0;;
41;2020-S10;C;0;329;0;;
41;2020-S10;D;0;133;0;;
41;2020-S10;E;0;285;0;;
41;2020-S11;0;1;1475;0;;
41;2020-S11;A;0;301;0;;
41;2020-S11;B;0;541;0;;
41;2020-S11;C;1;293;0;;
41;2020-S11;D;0;109;0;;
41;2020-S11;E;0;231;0;;
41;2020-S12;0;21;945;0;;
41;2020-S12;A;0;153;0;;
41;2020-S12;B;6;333;0;;
41;2020-S12;C;7;208;0;;
41;2020-S12;D;3;69;0;;
41;2020-S12;E;5;182;0;;
41;2020-S13;0;98;922;11;;
41;2020-S13;A;1;111;0;;
41;2020-S13;B;22;327;1;;
41;2020-S13;C;17;187;2;;
41;2020-S13;D;18;85;5;;
41;2020-S13;E;40;212;3;;
41;2020-S14;0;119;903;15;;
41;2020-S14;A;0;99;0;;
41;2020-S14;B;37;306;0;;
41;2020-S14;C;35;218;3;;
41;2020-S14;D;12;82;0;;
41;2020-S14;E;35;198;12;;
41;2020-S15;0;84;936;8;;
41;2020-S15;A;0;142;0;;
41;2020-S15;B;25;301;1;;
41;2020-S15;C;21;191;1;;
41;2020-S15;D;11;102;2;;
41;2020-S15;E;27;200;4;;
41;2020-S16;0;107;1013;10;;
41;2020-S16;A;0;114;0;;
41;2020-S16;B;26;332;1;;
41;2020-S16;C;28;240;1;;
41;2020-S16;D;15;107;6;;
41;2020-S16;E;38;220;2;;
41;2020-S17;0;75;1048;10;;
41;2020-S17;A;0;130;0;;
41;2020-S17;B;22;346;0;;
41;2020-S17;C;15;242;1;;
41;2020-S17;D;8;115;0;;
41;2020-S17;E;30;215;9;;
42;2020-S10;0;0;4857;0;0;1121
42;2020-S10;A;0;970;0;0;284
42;2020-S10;B;0;1847;0;0;416
42;2020-S10;C;0;937;0;0;183
42;2020-S10;D;0;408;0;0;71
42;2020-S10;E;0;695;0;0;167
42;2020-S11;0;11;4387;5;22;1052
42;2020-S11;A;2;836;0;5;291
42;2020-S11;B;5;1723;1;12;435
42;2020-S11;C;0;850;0;5;141
42;2020-S11;D;2;383;2;0;50
42;2020-S11;E;2;595;2;0;135
42;2020-S12;0;64;2737;37;56;755
42;2020-S12;A;0;390;0;4;155
42;2020-S12;B;18;969;3;35;322
42;2020-S12;C;17;613;9;10;130
42;2020-S12;D;9;273;6;3;48
42;2020-S12;E;20;492;19;4;100
42;2020-S13;0;326;2398;243;82;693
42;2020-S13;A;0;273;0;2;94
42;2020-S13;B;58;793;18;49;294
42;2020-S13;C;79;556;54;20;143
42;2020-S13;D;75;300;63;6;64
42;2020-S13;E;114;476;108;5;98
42;2020-S14;0;365;2349;221;104;604
42;2020-S14;A;0;276;0;7;69
42;2020-S14;B;93;763;16;53;231
42;2020-S14;C;92;566;47;25;140
42;2020-S14;D;63;254;51;10;64
42;2020-S14;E;117;490;107;9;100
42;2020-S15;0;304;2560;135;39;578
42;2020-S15;A;4;329;1;9;71
42;2020-S15;B;104;908;10;15;261
42;2020-S15;C;87;609;35;11;95
42;2020-S15;D;45;251;37;3;52
42;2020-S15;E;64;463;52;1;99
42;2020-S16;0;179;2718;103;26;536
42;2020-S16;A;0;373;0;2;56
42;2020-S16;B;53;992;9;22;225
42;2020-S16;C;56;636;27;0;96
42;2020-S16;D;14;245;14;0;46
42;2020-S16;E;56;472;53;2;113
42;2020-S17;0;97;2814;57;19;475
42;2020-S17;A;0;351;0;2;53
42;2020-S17;B;30;988;7;8;193
42;2020-S17;C;24;663;13;3;82
42;2020-S17;D;11;295;8;2;33
42;2020-S17;E;32;517;29;4;114
43;2020-S10;0;0;187;0;;
43;2020-S10;A;0;25;0;;
43;2020-S10;B;0;70;0;;
43;2020-S10;C;0;39;0;;
43;2020-S10;D;0;23;0;;
43;2020-S10;E;0;30;0;;
43;2020-S11;0;0;185;0;;
43;2020-S11;A;0;26;0;;
43;2020-S11;B;0;56;0;;
43;2020-S11;C;0;43;0;;
43;2020-S11;D;0;16;0;;
43;2020-S11;E;0;44;0;;
43;2020-S12;0;0;108;0;;
43;2020-S12;A;0;11;0;;
43;2020-S12;B;0;34;0;;
43;2020-S12;C;0;26;0;;
43;2020-S12;D;0;11;0;;
43;2020-S12;E;0;26;0;;
43;2020-S13;0;1;108;0;;
43;2020-S13;A;0;7;0;;
43;2020-S13;B;0;36;0;;
43;2020-S13;C;1;32;0;;
43;2020-S13;D;0;11;0;;
43;2020-S13;E;0;22;0;;
43;2020-S14;0;7;107;3;;
43;2020-S14;A;0;10;0;;
43;2020-S14;B;4;33;1;;
43;2020-S14;C;2;27;1;;
43;2020-S14;D;0;14;0;;
43;2020-S14;E;1;23;1;;
43;2020-S15;0;1;123;0;;
43;2020-S15;A;0;8;0;;
43;2020-S15;B;1;49;0;;
43;2020-S15;C;0;28;0;;
43;2020-S15;D;0;16;0;;
43;2020-S15;E;0;22;0;;
43;2020-S16;0;2;118;1;;
43;2020-S16;A;0;11;0;;
43;2020-S16;B;1;37;0;;
43;2020-S16;C;0;23;0;;
43;2020-S16;D;0;18;0;;
43;2020-S16;E;1;29;1;;
43;2020-S17;0;1;139;1;;
43;2020-S17;A;0;11;0;;
43;2020-S17;B;0;35;0;;
43;2020-S17;C;0;38;0;;
43;2020-S17;D;1;23;1;;
43;2020-S17;E;0;32;0;;
44;2020-S10;0;89;3640;1;4;4094
44;2020-S10;A;14;772;0;0;1143
44;2020-S10;B;49;1419;0;0;1709
44;2020-S10;C;21;670;0;2;577
44;2020-S10;D;3;289;0;1;203
44;2020-S10;E;2;486;1;1;454
44;2020-S11;0;149;3527;5;89;4246
44;2020-S11;A;9;774;0;16;1186
44;2020-S11;B;101;1336;1;51;1803
44;2020-S11;C;32;693;2;16;618
44;2020-S11;D;4;279;0;4;200
44;2020-S11;E;3;444;2;2;429
44;2020-S12;0;103;2137;65;554;3467
44;2020-S12;A;0;409;0;123;974
44;2020-S12;B;18;690;4;280;1390
44;2020-S12;C;31;454;14;94;521
44;2020-S12;D;21;213;15;22;185
44;2020-S12;E;33;371;32;31;385
44;2020-S13;0;428;2087;231;637;2919
44;2020-S13;A;7;341;1;60;557
44;2020-S13;B;158;701;47;364;1281
44;2020-S13;C;113;499;51;127;509
44;2020-S13;D;62;223;53;40;190
44;2020-S13;E;88;322;79;46;379
44;2020-S14;0;393;2202;213;459;2585
44;2020-S14;A;16;352;6;56;444
44;2020-S14;B;122;743;38;253;1097
44;2020-S14;C;116;492;55;90;458
44;2020-S14;D;55;233;41;20;178
44;2020-S14;E;84;382;73;40;406
44;2020-S15;0;301;2310;184;258;2521
44;2020-S15;A;8;371;3;33;387
44;2020-S15;B;81;745;20;129;1020
44;2020-S15;C;76;503;47;53;462
44;2020-S15;D;45;243;33;6;196
44;2020-S15;E;91;447;81;37;455
44;2020-S16;0;214;2350;116;198;2719
44;2020-S16;A;10;393;3;13;488
44;2020-S16;B;61;762;14;97;1061
44;2020-S16;C;52;534;19;45;518
44;2020-S16;D;27;243;21;9;192
44;2020-S16;E;64;418;59;34;460
44;2020-S17;0;188;2605;118;119;2511
44;2020-S17;A;8;448;0;8;421
44;2020-S17;B;39;857;15;60;977
44;2020-S17;C;46;576;23;21;468
44;2020-S17;D;25;257;17;9;211
44;2020-S17;E;70;467;63;21;433
45;2020-S10;0;1;2810;1;0;403
45;2020-S10;A;0;679;0;0;79
45;2020-S10;B;1;1093;1;0;204
45;2020-S10;C;0;449;0;0;63
45;2020-S10;D;0;219;0;0;14
45;2020-S10;E;0;370;0;0;41
45;2020-S11;0;1;2589;0;7;435
45;2020-S11;A;0;681;0;0;73
45;2020-S11;B;1;929;0;6;249
45;2020-S11;C;0;444;0;0;47
