dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
60;2020-S14;A;0;59;0;;
60;2020-S14;B;54;370;12;;
60;2020-S14;C;47;254;24;;
60;2020-S14;D;14;89;10;;
60;2020-S14;E;24;139;21;;
60;2020-S15;0;99;943;46;;
60;2020-S15;A;0;83;0;;
60;2020-S15;B;39;355;13;;
60;2020-S15;C;28;254;8;;
60;2020-S15;D;13;96;10;;
60;2020-S15;E;19;155;15;;
60;2020-S16;0;54;1033;35;;
60;2020-S16;A;0;95;0;;
60;2020-S16;B;13;402;4;;
60;2020-S16;C;14;262;8;;
60;2020-S16;D;11;106;10;;
60;2020-S16;E;16;168;13;;
60;2020-S17;0;59;883;39;;
60;2020-S17;A;0;85;0;;
60;2020-S17;B;17;341;8;;
60;2020-S17;C;16;218;10;;
60;2020-S17;D;6;87;5;;
60;2020-S17;E;20;152;16;;
61;2020-S10;0;0;1561;0;;
61;2020-S10;A;0;331;0;;
61;2020-S10;B;0;521;0;;
61;2020-S10;C;0;290;0;;
61;2020-S10;D;0;138;0;;
61;2020-S10;E;0;281;0;;
61;2020-S11;0;1;1496;0;;
61;2020-S11;A;0;340;0;;
61;2020-S11;B;0;489;0;;
61;2020-S11;C;1;280;0;;
61;2020-S11;D;0;138;0;;
61;2020-S11;E;0;249;0;;
61;2020-S12;0;37;920;2;;
61;2020-S12;A;19;139;0;;
61;2020-S12;B;8;308;0;;
61;2020-S12;C;7;189;0;;
61;2020-S12;D;1;88;0;;
61;2020-S12;E;2;196;2;;
61;2020-S13;0;60;942;12;;
61;2020-S13;A;27;121;0;;
61;2020-S13;B;9;310;2;;
61;2020-S13;C;11;213;2;;
61;2020-S13;D;5;96;2;;
61;2020-S13;E;8;202;6;;
61;2020-S14;0;50;846;4;;
61;2020-S14;A;13;101;0;;
61;2020-S14;B;21;276;1;;
61;2020-S14;C;12;217;2;;
61;2020-S14;D;2;88;0;;
61;2020-S14;E;2;164;1;;
61;2020-S15;0;60;939;10;;
61;2020-S15;A;5;112;0;;
61;2020-S15;B;24;289;1;;
61;2020-S15;C;20;224;2;;
61;2020-S15;D;3;95;2;;
61;2020-S15;E;8;219;5;;
61;2020-S16;0;34;878;7;;
61;2020-S16;A;0;96;0;;
61;2020-S16;B;14;300;1;;
61;2020-S16;C;12;201;1;;
61;2020-S16;D;3;96;1;;
61;2020-S16;E;5;185;4;;
61;2020-S17;0;14;839;3;;
61;2020-S17;A;1;112;0;;
61;2020-S17;B;6;263;0;;
61;2020-S17;C;5;207;1;;
61;2020-S17;D;1;90;1;;
61;2020-S17;E;1;167;1;;
62;2020-S10;0;1;3480;0;;
62;2020-S10;A;0;902;0;;
62;2020-S10;B;0;1256;0;;
62;2020-S10;C;1;623;0;;
62;2020-S10;D;0;262;0;;
62;2020-S10;E;0;437;0;;
62;2020-S11;0;11;2506;2;;
62;2020-S11;A;3;679;0;;
62;2020-S11;B;1;937;1;;
62;2020-S11;C;1;421;0;;
62;2020-S11;D;1;181;1;;
62;2020-S11;E;5;288;0;;
62;2020-S12;0;84;1351;23;;
62;2020-S12;A;9;257;0;;
62;2020-S12;B;27;460;4;;
62;2020-S12;C;27;298;9;;
62;2020-S12;D;13;129;5;;
62;2020-S12;E;8;207;5;;
62;2020-S13;0;168;1611;43;;
62;2020-S13;A;17;228;0;;
62;2020-S13;B;48;567;8;;
62;2020-S13;C;46;368;11;;
62;2020-S13;D;26;185;9;;
62;2020-S13;E;31;263;15;;
62;2020-S14;0;177;1759;38;;
62;2020-S14;A;13;221;0;;
62;2020-S14;B;42;625;2;;
62;2020-S14;C;51;448;13;;
62;2020-S14;D;27;186;8;;
62;2020-S14;E;44;279;15;;
62;2020-S15;0;144;2100;20;;
62;2020-S15;A;2;277;0;;
62;2020-S15;B;40;740;6;;
62;2020-S15;C;37;475;4;;
62;2020-S15;D;24;222;5;;
62;2020-S15;E;41;386;5;;
62;2020-S16;0;61;1776;8;;
62;2020-S16;A;3;214;0;;
62;2020-S16;B;17;657;2;;
62;2020-S16;C;23;426;5;;
62;2020-S16;D;6;177;0;;
62;2020-S16;E;12;302;1;;
62;2020-S17;0;53;1778;7;;
62;2020-S17;A;0;213;0;;
62;2020-S17;B;15;675;0;;
62;2020-S17;C;13;401;0;;
62;2020-S17;D;7;202;1;;
62;2020-S17;E;18;287;6;;
63;2020-S10;0;0;1221;0;0;937
63;2020-S10;A;0;385;0;0;194
63;2020-S10;B;0;439;0;0;396
63;2020-S10;C;0;172;0;0;170
63;2020-S10;D;0;84;0;0;56
63;2020-S10;E;0;141;0;0;121
63;2020-S11;0;0;1099;0;0;887
63;2020-S11;A;0;384;0;0;176
63;2020-S11;B;0;395;0;0;445
63;2020-S11;C;0;138;0;0;110
63;2020-S11;D;0;74;0;0;53
63;2020-S11;E;0;108;0;0;103
63;2020-S12;0;13;566;5;36;515
63;2020-S12;A;0;188;0;1;119
63;2020-S12;B;6;170;1;23;195
63;2020-S12;C;2;93;0;7;89
63;2020-S12;D;2;48;1;1;37
63;2020-S12;E;3;67;3;4;74
63;2020-S13;0;108;690;47;45;513
63;2020-S13;A;0;172;0;5;77
63;2020-S13;B;49;218;7;28;228
63;2020-S13;C;26;126;12;11;101
63;2020-S13;D;16;64;13;1;44
63;2020-S13;E;17;110;15;0;63
63;2020-S14;0;134;663;65;56;523
63;2020-S14;A;0;157;0;6;64
63;2020-S14;B;48;185;9;28;219
63;2020-S14;C;35;136;17;14;110
63;2020-S14;D;17;78;11;3;48
63;2020-S14;E;34;107;28;5;81
63;2020-S15;0;90;747;46;54;455
63;2020-S15;A;0;210;0;2;50
63;2020-S15;B;24;205;4;31;199
63;2020-S15;C;26;123;10;11;86
63;2020-S15;D;16;72;12;6;42
63;2020-S15;E;24;137;20;4;78
63;2020-S16;0;51;761;26;29;477
63;2020-S16;A;0;204;0;2;57
63;2020-S16;B;14;233;0;13;168
63;2020-S16;C;13;127;6;3;105
63;2020-S16;D;8;75;5;6;54
63;2020-S16;E;16;122;15;5;93
63;2020-S17;0;23;776;11;29;428
63;2020-S17;A;0;188;0;2;46
63;2020-S17;B;8;243;1;13;171
63;2020-S17;C;6;140;3;8;77
63;2020-S17;D;5;71;3;3;43
63;2020-S17;E;4;134;4;3;91
64;2020-S10;0;44;3067;4;5;2420
64;2020-S10;A;6;589;0;1;597
64;2020-S10;B;18;1003;0;3;1030
64;2020-S10;C;15;577;2;0;403
64;2020-S10;D;3;289;0;0;130
64;2020-S10;E;2;609;2;1;258
64;2020-S11;0;92;2979;7;64;2594
64;2020-S11;A;21;678;0;16;722
64;2020-S11;B;39;1011;1;31;1106
64;2020-S11;C;25;549;1;10;419
64;2020-S11;D;2;253;0;4;115
64;2020-S11;E;5;488;5;3;232
64;2020-S12;0;100;1706;28;369;2058
64;2020-S12;A;2;314;1;76;488
64;2020-S12;B;42;494;4;194;875
64;2020-S12;C;34;355;10;59;372
64;2020-S12;D;9;174;3;16;114
64;2020-S12;E;13;369;10;24;209
64;2020-S13;0;124;1535;48;333;1678
64;2020-S13;A;0;239;0;31;260
64;2020-S13;B;45;456;2;184;758
64;2020-S13;C;33;330;9;85;366
64;2020-S13;D;13;172;9;15;105
64;2020-S13;E;33;338;28;18;187
64;2020-S14;0;107;1592;59;243;1473
64;2020-S14;A;3;257;2;31;195
64;2020-S14;B;31;436;8;124;670
64;2020-S14;C;34;347;15;50;314
64;2020-S14;D;12;181;11;12;91
64;2020-S14;E;27;371;23;26;203
64;2020-S15;0;63;1718;42;127;1296
64;2020-S15;A;0;241;0;12;178
64;2020-S15;B;16;504;5;69;515
64;2020-S15;C;13;378;7;28;284
64;2020-S15;D;9;205;7;7;120
64;2020-S15;E;25;390;23;11;199
64;2020-S16;0;43;1802;28;130;1446
64;2020-S16;A;2;295;1;10;219
64;2020-S16;B;8;487;1;77;584
64;2020-S16;C;10;420;5;22;292
64;2020-S16;D;6;199;6;8;127
64;2020-S16;E;17;401;15;13;224
64;2020-S17;0;17;1797;13;67;1243
64;2020-S17;A;0;271;0;4;160
64;2020-S17;B;5;495;2;37;522
64;2020-S17;C;3;413;2;16;242
64;2020-S17;D;3;236;3;5;111
64;2020-S17;E;6;382;6;5;207
65;2020-S10;0;0;850;0;;
65;2020-S10;A;0;121;0;;
65;2020-S10;B;0;297;0;;
65;2020-S10;C;0;206;0;;
65;2020-S10;D;0;98;0;;
65;2020-S10;E;0;128;0;;
65;2020-S11;0;0;779;0;;
65;2020-S11;A;0;112;0;;
65;2020-S11;B;0;257;0;;
65;2020-S11;C;0;201;0;;
65;2020-S11;D;0;77;0;;
65;2020-S11;E;0;132;0;;
65;2020-S12;0;3;404;2;;
65;2020-S12;A;0;39;0;;
65;2020-S12;B;1;112;0;;
65;2020-S12;C;1;122;1;;
65;2020-S12;D;0;51;0;;
65;2020-S12;E;1;80;1;;
65;2020-S13;0;0;363;0;;
65;2020-S13;A;0;28;0;;
65;2020-S13;B;0;114;0;;
65;2020-S13;C;0;92;0;;
65;2020-S13;D;0;45;0;;
65;2020-S13;E;0;84;0;;
65;2020-S14;0;2;282;0;;
65;2020-S14;A;0;20;0;;
65;2020-S14;B;0;83;0;;
65;2020-S14;C;0;77;0;;
65;2020-S14;D;1;34;0;;
65;2020-S14;E;1;68;0;;
65;2020-S15;0;5;364;0;;
65;2020-S15;A;0;24;0;;
65;2020-S15;B;0;116;0;;
65;2020-S15;C;3;94;0;;
65;2020-S15;D;0;53;0;;
65;2020-S15;E;2;77;0;;
65;2020-S16;0;0;360;0;;
65;2020-S16;A;0;23;0;;
65;2020-S16;B;0;114;0;;
65;2020-S16;C;0;106;0;;
65;2020-S16;D;0;46;0;;
65;2020-S16;E;0;71;0;;
65;2020-S17;0;0;314;0;;
65;2020-S17;A;0;26;0;;
65;2020-S17;B;0;104;0;;
65;2020-S17;C;0;64;0;;
65;2020-S17;D;0;39;0;;
65;2020-S17;E;0;81;0;;
66;2020-S10;0;9;2748;0;0;926
66;2020-S10;A;0;623;0;0;404
66;2020-S10;B;4;924;0;0;283
66;2020-S10;C;3;553;0;0;117
66;2020-S10;D;1;280;0;0;33
66;2020-S10;E;1;368;0;0;89
66;2020-S11;0;8;2486;4;2;1082
66;2020-S11;A;1;624;0;0;433
66;2020-S11;B;3;830;1;2;382
66;2020-S11;C;2;479;1;0;127
66;2020-S11;D;1;212;1;0;43
66;2020-S11;E;1;341;1;0;97
66;2020-S12;0;60;1292;20;72;862
66;2020-S12;A;3;238;1;14;289
66;2020-S12;B;20;391;3;36;326
66;2020-S12;C;21;285;8;16;139
66;2020-S12;D;6;150;4;4;37
66;2020-S12;E;10;228;4;2;71
66;2020-S13;0;82;1127;48;156;659
66;2020-S13;A;1;135;1;21;140
66;2020-S13;B;20;345;5;82;277
66;2020-S13;C;28;256;16;38;126
66;2020-S13;D;16;154;12;8;44
66;2020-S13;E;17;237;14;7;72
66;2020-S14;0;71;1176;36;90;498
66;2020-S14;A;1;137;0;11;96
66;2020-S14;B;29;376;5;48;183
66;2020-S14;C;25;283;19;21;102
66;2020-S14;D;4;142;2;3;37
66;2020-S14;E;12;238;10;7;80
66;2020-S15;0;51;1347;23;53;513
66;2020-S15;A;0;167;0;2;82
66;2020-S15;B;18;413;3;22;208
66;2020-S15;C;17;329;6;20;105
66;2020-S15;D;3;159;3;4;35
66;2020-S15;E;13;279;11;5;83
66;2020-S16;0;38;1392;10;39;553
66;2020-S16;A;1;147;0;2;103
66;2020-S16;B;13;435;2;20;199
66;2020-S16;C;13;325;3;10;101
66;2020-S16;D;5;194;0;3;41
66;2020-S16;E;6;291;5;4;109
66;2020-S17;0;27;1488;11;39;496
66;2020-S17;A;0;177;0;4;99
66;2020-S17;B;8;478;1;20;174
66;2020-S17;C;8;356;3;8;90
66;2020-S17;D;4;186;1;4;40
66;2020-S17;E;7;291;6;3;93
67;2020-S10;0;23;3624;5;20;2407
67;2020-S10;A;5;797;1;6;745
67;2020-S10;B;10;1321;0;8;1027
67;2020-S10;C;6;653;3;4;322
67;2020-S10;D;0;301;0;0;105
67;2020-S10;E;2;552;1;2;189
67;2020-S11;0;120;3257;50;95;2729
67;2020-S11;A;27;763;1;7;788
67;2020-S11;B;38;1106;9;55;1191
67;2020-S11;C;26;631;15;24;416
67;2020-S11;D;11;270;9;6;116
67;2020-S11;E;18;487;16;3;201
67;2020-S12;0;419;2157;289;319;2704
67;2020-S12;A;12;333;2;12;522
67;2020-S12;B;109;612;41;173;1307
67;2020-S12;C;130;508;91;83;489
67;2020-S12;D;65;274;56;30;171
67;2020-S12;E;103;430;99;21;211
67;2020-S13;0;607;1978;399;711;2343
67;2020-S13;A;6;278;2;15;295
67;2020-S13;B;111;495;33;349;1064
67;2020-S13;C;206;533;136;206;516
67;2020-S13;D;124;259;99;85;225
67;2020-S13;E;160;413;129;56;238
67;2020-S14;0;440;1865;282;496;1868
67;2020-S14;A;4;293;1;22;266
67;2020-S14;B;78;462;23;248;803
67;2020-S14;C;149;469;92;132;416
67;2020-S14;D;73;230;51;50;167
67;2020-S14;E;136;411;115;42;201
67;2020-S15;0;229;1785;133;307;1963
67;2020-S15;A;4;290;0;12;323
67;2020-S15;B;42;505;11;148;770
67;2020-S15;C;81;402;42;89;425
67;2020-S15;D;30;199;20;23;164
67;2020-S15;E;72;389;60;35;263
67;2020-S16;0;147;1809;108;170;1726
67;2020-S16;A;4;271;0;5;289
67;2020-S16;B;36;489;18;98;717
67;2020-S16;C;40;435;29;42;364
67;2020-S16;D;18;186;16;13;121
67;2020-S16;E;49;428;45;12;224
67;2020-S17;0;107;2019;69;119;1432
67;2020-S17;A;1;324;0;8;234
67;2020-S17;B;32;600;17;61;544
67;2020-S17;C;32;489;14;30;313
67;2020-S17;D;15;221;12;8;117
67;2020-S17;E;27;385;26;12;203
68;2020-S10;0;57;3073;44;68;944
68;2020-S10;A;0;750;0;18;294
68;2020-S10;B;13;979;4;28;447
68;2020-S10;C;17;598;16;15;125
68;2020-S10;D;11;307;9;4;32
68;2020-S10;E;16;439;15;3;44
68;2020-S11;0;259;2624;178;144;924
68;2020-S11;A;2;507;2;20;197
68;2020-S11;B;38;713;10;66;424
68;2020-S11;C;82;570;50;36;170
68;2020-S11;D;60;320;51;8;59
68;2020-S11;E;77;514;65;14;73
68;2020-S12;0;569;2067;363;282;853
68;2020-S12;A;0;284;0;13;130
68;2020-S12;B;96;523;18;153;392
68;2020-S12;C;160;485;90;72;157
68;2020-S12;D;134;319;97;21;77
68;2020-S12;E;179;456;158;22;94
68;2020-S13;0;855;2085;530;395;894
68;2020-S13;A;0;202;0;14;85
68;2020-S13;B;143;518;33;182;393
68;2020-S13;C;294;580;162;108;199
68;2020-S13;D;185;331;137;41;76
68;2020-S13;E;233;454;198;49;140
68;2020-S14;0;515;1802;335;274;837
68;2020-S14;A;0;220;0;7;98
68;2020-S14;B;79;461;21;137;340
68;2020-S14;C;194;511;106;72;188
68;2020-S14;D;102;220;87;23;84
68;2020-S14;E;140;390;121;35;127
68;2020-S15;0;267;1768;160;162;820
68;2020-S15;A;0;281;0;4;128
68;2020-S15;B;48;477;11;69;318
68;2020-S15;C;90;427;46;48;175
68;2020-S15;D;30;209;21;18;70
68;2020-S15;E;99;374;82;23;129
68;2020-S16;0;142;1782;93;109;755
68;2020-S16;A;1;307;1;7;112
68;2020-S16;B;20;521;7;59;324
68;2020-S16;C;46;422;24;29;152
68;2020-S16;D;23;201;15;8;67
68;2020-S16;E;52;331;46;6;99
68;2020-S17;0;97;1771;60;59;637
68;2020-S17;A;1;337;1;3;115
68;2020-S17;B;17;524;5;33;259
68;2020-S17;C;28;385;15;11;111
68;2020-S17;D;15;199;12;10;61
68;2020-S17;E;36;326;27;2;91
69;2020-S10;0;31;8409;24;3;2394
69;2020-S10;A;0;1807;0;0;560
69;2020-S10;B;7;3429;3;0;1080
69;2020-S10;C;2;1459;2;2;288
69;2020-S10;D;9;603;7;0;107
69;2020-S10;E;13;1111;12;1;339
69;2020-S11;0;243;8306;109;158;2463
69;2020-S11;A;4;1946;2;27;553
69;2020-S11;B;112;3486;20;83;1242
69;2020-S11;C;55;1441;24;28;317
69;2020-S11;D;27;519;21;11;88
69;2020-S11;E;45;914;42;8;240
69;2020-S12;0;618;4914;278;496;2608
69;2020-S12;A;1;1013;1;45;560
69;2020-S12;B;249;1750;44;253;1090
69;2020-S12;C;168;1019;70;109;437
69;2020-S12;D;73;411;49;51;199
69;2020-S12;E;127;721;114;38;320
69;2020-S13;0;1193;4597;594;608;2347
69;2020-S13;A;5;713;2;39;351
69;2020-S13;B;412;1689;81;270;950
69;2020-S13;C;343;1031;158;150;478
69;2020-S13;D;175;434;122;64;193
69;2020-S13;E;258;730;231;83;372
69;2020-S14;0;960;4363;418;476;2177
69;2020-S14;A;6;667;0;40;261
69;2020-S14;B;375;1639;54;212;855
69;2020-S14;C;264;970;100;108;429
69;2020-S14;D;110;361;86;41;188
69;2020-S14;E;205;726;178;75;443
69;2020-S15;0;689;4624;301;322;2047
69;2020-S15;A;8;819;1;17;240
69;2020-S15;B;233;1610;30;139;811
69;2020-S15;C;182;998;56;68;415
69;2020-S15;D;86;433;57;31;150
69;2020-S15;E;180;764;157;67;427
69;2020-S16;0;355;4654;167;200;2060
69;2020-S16;A;4;822;2;11;254
69;2020-S16;B;119;1677;9;93;802
69;2020-S16;C;92;952;37;49;412
69;2020-S16;D;23;373;17;14;167
69;2020-S16;E;117;830;102;33;423
69;2020-S17;0;292;4864;128;150;1822
69;2020-S17;A;3;869;1;10;250
69;2020-S17;B;90;1747;7;56;647
69;2020-S17;C;70;1053;18;34;362
69;2020-S17;D;29;377;21;7;142
69;2020-S17;E;100;818;81;43;419
70;2020-S10;0;0;1008;0;;
70;2020-S10;A;0;143;0;;
70;2020-S10;B;0;349;0;;
70;2020-S10;C;0;234;0;;
70;2020-S10;D;0;104;0;;
70;2020-S10;E;0;178;0;;
70;2020-S11;0;43;919;9;;
70;2020-S11;A;1;119;0;;
70;2020-S11;B;19;331;1;;
70;2020-S11;C;13;220;0;;
70;2020-S11;D;1;84;0;;
70;2020-S11;E;9;165;8;;
70;2020-S12;0;126;578;73;;
70;2020-S12;A;5;58;2;;
70;2020-S12;B;33;182;6;;
70;2020-S12;C;31;129;18;;
70;2020-S12;D;20;85;15;;
70;2020-S12;E;37;124;32;;
70;2020-S13;0;204;568;115;;
70;2020-S13;A;3;42;1;;
70;2020-S13;B;51;170;8;;
70;2020-S13;C;63;164;33;;
70;2020-S13;D;29;64;22;;
70;2020-S13;E;58;128;51;;
70;2020-S14;0;159;509;102;;
70;2020-S14;A;3;42;3;;
70;2020-S14;B;35;155;11;;
70;2020-S14;C;44;132;22;;
70;2020-S14;D;28;66;22;;
70;2020-S14;E;49;114;44;;
70;2020-S15;0;122;529;66;;
70;2020-S15;A;3;50;2;;
70;2020-S15;B;41;172;9;;
70;2020-S15;C;25;116;10;;
70;2020-S15;D;15;78;10;;
70;2020-S15;E;38;113;35;;
70;2020-S16;0;92;561;55;;
70;2020-S16;A;1;70;1;;
70;2020-S16;B;19;164;2;;
70;2020-S16;C;26;141;10;;
70;2020-S16;D;7;60;5;;
70;2020-S16;E;39;126;37;;
70;2020-S17;0;67;609;42;;
70;2020-S17;A;0;65;0;;
70;2020-S17;B;16;195;5;;
70;2020-S17;C;14;159;9;;
70;2020-S17;D;13;58;7;;
70;2020-S17;E;24;132;21;;
71;2020-S10;0;96;2917;50;;
71;2020-S10;A;2;554;0;;
71;2020-S10;B;32;1026;8;;
71;2020-S10;C;31;581;12;;
71;2020-S10;D;7;233;6;;
71;2020-S10;E;24;523;24;;
71;2020-S11;0;182;2562;67;;
71;2020-S11;A;9;454;1;;
71;2020-S11;B;61;929;5;;
71;2020-S11;C;48;495;14;;
71;2020-S11;D;23;247;13;;
71;2020-S11;E;41;437;34;;
71;2020-S12;0;349;1724;114;;
71;2020-S12;A;1;217;0;;
71;2020-S12;B;139;566;19;;
71;2020-S12;C;111;423;33;;
71;2020-S12;D;35;183;18;;
71;2020-S12;E;63;335;44;;
71;2020-S13;0;491;1678;215;;
71;2020-S13;A;10;140;3;;
71;2020-S13;B;142;498;27;;
71;2020-S13;C;157;439;51;;
71;2020-S13;D;63;205;46;;
71;2020-S13;E;119;396;88;;
71;2020-S14;0;455;1702;182;;
71;2020-S14;A;7;140;3;;
71;2020-S14;B;168;549;34;;
71;2020-S14;C;138;462;44;;
71;2020-S14;D;62;202;41;;
71;2020-S14;E;80;349;60;;
71;2020-S15;0;355;1789;190;;
71;2020-S15;A;3;200;1;;
71;2020-S15;B;95;518;27;;
71;2020-S15;C;128;476;56;;
71;2020-S15;D;36;202;29;;
71;2020-S15;E;93;393;77;;
71;2020-S16;0;322;1808;133;;
71;2020-S16;A;1;199;0;;
71;2020-S16;B;95;553;15;;
71;2020-S16;C;103;443;25;;
71;2020-S16;D;39;215;30;;
71;2020-S16;E;84;398;63;;
71;2020-S17;0;196;1817;118;;
71;2020-S17;A;0;165;0;;
71;2020-S17;B;55;607;19;;
71;2020-S17;C;51;428;22;;
71;2020-S17;D;20;227;14;;
71;2020-S17;E;70;390;63;;
72;2020-S10;0;55;2467;53;;
72;2020-S10;A;6;547;6;;
72;2020-S10;B;18;831;17;;
72;2020-S10;C;19;452;18;;
72;2020-S10;D;3;226;3;;
72;2020-S10;E;9;411;9;;
72;2020-S11;0;98;2343;36;;
72;2020-S11;A;9;597;0;;
72;2020-S11;B;39;793;7;;
72;2020-S11;C;20;402;3;;
72;2020-S11;D;10;173;9;;
72;2020-S11;E;19;377;17;;
72;2020-S12;0;223;1633;60;;
72;2020-S12;A;2;263;1;;
72;2020-S12;B;107;547;16;;
72;2020-S12;C;74;397;20;;
72;2020-S12;D;18;155;4;;
72;2020-S12;E;22;271;19;;
72;2020-S13;0;275;1553;148;;
72;2020-S13;A;11;233;2;;
72;2020-S13;B;91;466;29;;
72;2020-S13;C;88;393;46;;
72;2020-S13;D;28;152;22;;
72;2020-S13;E;57;309;49;;
72;2020-S14;0;264;1538;144;;
72;2020-S14;A;2;243;0;;
72;2020-S14;B;88;472;29;;
72;2020-S14;C;71;356;32;;
72;2020-S14;D;37;162;27;;
72;2020-S14;E;65;304;56;;
72;2020-S15;0;254;1636;139;;
72;2020-S15;A;1;303;0;;
72;2020-S15;B;77;479;21;;
72;2020-S15;C;76;368;42;;
72;2020-S15;D;27;156;18;;
72;2020-S15;E;73;330;58;;
72;2020-S16;0;179;1583;90;;
72;2020-S16;A;0;285;0;;
72;2020-S16;B;60;507;16;;
72;2020-S16;C;46;339;25;;
72;2020-S16;D;25;154;11;;
72;2020-S16;E;47;297;38;;
72;2020-S17;0;179;1806;111;;
72;2020-S17;A;3;338;0;;
72;2020-S17;B;45;494;19;;
72;2020-S17;C;47;391;27;;
72;2020-S17;D;24;208;14;;
72;2020-S17;E;60;375;51;;
73;2020-S10;0;0;1719;0;3;1046
73;2020-S10;A;0;269;0;0;273
73;2020-S10;B;0;711;0;1;505
73;2020-S10;C;0;418;0;1;163
73;2020-S10;D;0;149;0;0;43
73;2020-S10;E;0;172;0;1;62
73;2020-S11;0;0;1705;0;20;984
73;2020-S11;A;0;224;0;2;277
73;2020-S11;B;0;732;0;9;456
73;2020-S11;C;0;418;0;6;146
73;2020-S11;D;0;171;0;0;34
73;2020-S11;E;0;160;0;3;71
73;2020-S12;0;16;752;6;97;539
73;2020-S12;A;0;95;0;10;129
73;2020-S12;B;10;277;1;54;234
73;2020-S12;C;3;197;2;20;102
73;2020-S12;D;2;76;2;3;26
73;2020-S12;E;1;107;1;10;48
73;2020-S13;0;113;718;59;141;462
73;2020-S13;A;1;69;0;7;45
73;2020-S13;B;36;234;5;87;238
73;2020-S13;C;42;221;23;31;103
73;2020-S13;D;9;70;8;8;31
73;2020-S13;E;25;124;23;8;45
73;2020-S14;0;113;694;57;88;390
73;2020-S14;A;2;70;0;5;32
73;2020-S14;B;43;266;7;48;185
73;2020-S14;C;34;173;18;22;93
73;2020-S14;D;13;74;11;4;28
73;2020-S14;E;21;111;21;9;52
73;2020-S15;0;72;787;37;65;340
73;2020-S15;A;0;78;0;3;38
73;2020-S15;B;21;237;3;41;148
73;2020-S15;C;18;213;6;11;65
73;2020-S15;D;8;117;6;1;18
73;2020-S15;E;25;142;22;9;71
73;2020-S16;0;115;860;21;43;431
73;2020-S16;A;0;78;0;6;61
73;2020-S16;B;54;326;3;23;180
73;2020-S16;C;40;229;2;9;89
73;2020-S16;D;9;90;6;2;27
73;2020-S16;E;12;137;10;3;74
73;2020-S17;0;37;881;16;42;401
73;2020-S17;A;0;98;0;5;63
73;2020-S17;B;14;322;3;25;162
73;2020-S17;C;11;224;3;6;81
73;2020-S17;D;3;99;2;1;27
73;2020-S17;E;9;138;8;5;68
74;2020-S10;0;1;5067;0;4;1173
74;2020-S10;A;0;928;0;0;347
74;2020-S10;B;1;2161;0;3;517
74;2020-S10;C;0;991;0;1;162
74;2020-S10;D;0;409;0;0;52
74;2020-S10;E;0;578;0;0;95
74;2020-S11;0;24;4726;2;37;1163
74;2020-S11;A;1;898;0;3;301
74;2020-S11;B;14;2034;0;26;560
74;2020-S11;C;4;948;1;6;184
74;2020-S11;D;1;370;0;2;62
74;2020-S11;E;4;476;1;0;56
74;2020-S12;0;188;3031;62;145;854
74;2020-S12;A;1;504;1;12;218
74;2020-S12;B;86;1207;10;74;370
74;2020-S12;C;57;660;24;37;135
74;2020-S12;D;17;255;8;13;51
74;2020-S12;E;27;404;19;9;80
74;2020-S13;0;543;2669;200;183;819
74;2020-S13;A;4;320;1;6;139
74;2020-S13;B;206;986;21;106;375
74;2020-S13;C;195;674;79;52;160
74;2020-S13;D;60;275;42;8;59
74;2020-S13;E;78;414;57;11;86
74;2020-S14;0;396;2538;149;119;607
74;2020-S14;A;10;327;2;7;103
74;2020-S14;B;141;941;22;71;251
74;2020-S14;C;135;597;46;23;129
74;2020-S14;D;41;233;25;3;39
74;2020-S14;E;69;439;54;15;85
74;2020-S15;0;318;2701;122;93;591
74;2020-S15;A;10;396;0;6;92
74;2020-S15;B;90;970;8;51;230
74;2020-S15;C;100;619;30;23;104
74;2020-S15;D;40;257;21;6;51
74;2020-S15;E;78;459;63;7;114
74;2020-S16;0;175;2928;59;63;643
74;2020-S16;A;3;387;1;7;113
74;2020-S16;B;57;1147;7;30;255
74;2020-S16;C;54;654;11;14;117
74;2020-S16;D;21;289;9;5;48
74;2020-S16;E;40;451;31;7;110
74;2020-S17;0;143;3044;56;49;606
74;2020-S17;A;5;485;0;2;107
74;2020-S17;B;48;1147;6;23;262
74;2020-S17;C;34;658;7;11;107
74;2020-S17;D;14;290;9;9;44
74;2020-S17;E;42;464;34;4;86
75;2020-S10;0;58;9662;34;43;8074
75;2020-S10;A;0;1982;0;11;2190
75;2020-S10;B;20;4134;2;22;3479
75;2020-S10;C;13;1906;8;7;1304
75;2020-S10;D;10;651;10;2;353
75;2020-S10;E;14;988;13;1;608
75;2020-S11;0;602;9915;121;320;8073
75;2020-S11;A;3;1803;2;37;1998
75;2020-S11;B;338;4570;17;179;3566
75;2020-S11;C;162;1985;38;70;1466
75;2020-S11;D;56;664;30;16;349
75;2020-S11;E;43;893;34;11;522
75;2020-S12;0;2138;7472;487;1050;5483
75;2020-S12;A;9;1005;1;66;914
75;2020-S12;B;1003;3033;53;534;2179
75;2020-S12;C;707;1942;177;308;1331
75;2020-S12;D;208;659;97;83;435
75;2020-S12;E;211;833;159;55;609
75;2020-S13;0;3598;7644;1073;1563;4627
75;2020-S13;A;16;756;7;47;444
75;2020-S13;B;1515;2956;114;642;1675
75;2020-S13;C;1315;2311;399;536;1300
75;2020-S13;D;368;743;227;183;510
